# CC-CEDICT derived pinyin index; fields: pinyin\tsimplified\ttraditional
bo	浡	浡
bo	渤	渤
bo	癶	癶
bo	盋	盋
bo	砵	砵
bo	礴	礡
bo	箔	箔
bo	簸	簸
bo	膊	膊
bo	舶	舶
bo	菠	菠
bo	葧	葧
bo	蕃	蕃
bo	蘗	蘗
bo	袯	襏
bo	襮	襮
bo	譒	譒
bo	踣	踣
bo	鋍	鋍
bo	钵	缽
bo	钵	鉢
bo	钹	鈸
bo	铂	鉑
bo	镈	鎛
bo	饽	餑
bo	馎	餺
bo	驳	駁
bo	驳	駮
bo	髆	髆
bo	鲌	鮊
bo	鹁	鵓
bo	𬭛	𨨏
boaci	波阿次	波阿次
boai	博爱	博愛
boaixian	博爱县	博愛縣
boaizuo	博爱座	博愛座
boan	薄暗	薄暗
boan	驳岸	駁岸
boang	波昂	波昂
boao	博鳌	博鰲
boaoyazhouluntan	博鳌亚洲论坛	博鰲亞洲論壇
boaozhen	博鳌镇	博鰲鎮
boasi	波阿斯	波阿斯
boba	波霸	波霸
bobai	博白	博白
bobaixian	博白县	博白縣
bobanaicha	波霸奶茶	波霸奶茶
bobanbao	波斑鸨	波斑鴇
bobao	播报	播報
bobaoyuan	播报员	播報員
bobi	波比	波比
bobi	搏髀	搏髀
bobitiao	波比跳	波比跳
bobiyundong	波比运动	波比運動
bobo	伯伯	伯伯
bobo	勃勃	勃勃
bobo	啵啵	啵啵
bobo	饽饽	餑餑
boboer	柏柏尔	柏柏爾
bobomi	卜卜米	卜卜米
bobotou	波波头	波波頭
bocai	博彩	博彩
bocai	菠菜	菠菜
bocaibi	剥采比	剝採比
bochan	薄产	薄產
bochang	波长	波長
boche	泊车	泊車
bochi	驳斥	駁斥
bochou	薄酬	薄酬
bochu	播出	播出
bochu	拨出	撥出
bochu	剥除	剝除
bochuan	泊船	泊船
bochuan	驳船	駁船
boci	驳词	駁詞
boci	驳辞	駁辭
bocitan	波茨坦	波茨坦
bocitangonggao	波茨坦公告	波茨坦公告
bocitanhuiyi	波茨坦会议	波茨坦會議
bociwana	博茨瓦纳	博茨瓦納
boda	博大	博大
boda	拨打	撥打
bodai	薄待	薄待
bodaipian	波带片	波帶片
bodajingshen	博大精深	博大精深
bodang	波荡	波蕩
bodang	簸荡	簸蕩
bodao	驳倒	駁倒
bodao	波导	波導
bodao	博导	博導
bode	博得	博得
bode	波德	波德
bode	博德	博德
bodegelicha	波德戈里察	波德戈里察
bodelicha	波德里查	波德里查
bodelitushuguan	博德利图书馆	博德利圖書館
bodenghu	博登湖	博登湖
bodeshen	波德申	波德申
bodi	薄地	薄地
bodi	博蒂	博蒂
bodian	波点	波點
bodiao	剥掉	剝掉
bodiqieli	柏蒂切利	柏蒂切利
bodong	波动	波動
bodong	拨动	撥動
bodong	搏动	搏動
bodonglixue	波动力学	波動力學
bodongxing	波动性	波動性
bodou	伯都	伯都
bodou	博斗	博鬥
bodou	搏斗	搏鬥
boduan	波段	波段
boduo	剥夺	剝奪
boduolige	波多黎各	波多黎各
boduolu	伯多禄	伯多祿
boduomakehe	波多马克河	波多馬克河
boen	伯恩	伯恩
boen	波恩	波恩
boendaxue	波恩大学	波恩大學
boenmaosi	伯恩茅斯	伯恩茅斯
boensi	伯恩斯	伯恩斯
boerbujing	博而不精	博而不精
boerbute	波尔布特	波爾布特
boerde	博尔德	博爾德
boerdun	博尔顿	博爾頓
boerduo	波尔多	波爾多
boerduoye	波尔多液	波爾多液
boerhesi	博尔赫斯	博爾赫斯
boerka	波尔卡	波爾卡
boerni	伯尔尼	伯爾尼
boertala	博尔塔拉	博爾塔拉
boertalamengguzizhizhou	博尔塔拉蒙古自治州	博爾塔拉蒙古自治州
boertalazhou	博尔塔拉州	博爾塔拉州
boerziman	玻尔兹曼	玻爾茲曼
bofa	播发	播發
bofa	勃发	勃發
bofang	播放	播放
bofangcheng	波方程	波方程
bofangji	播放机	播放機
bofangliebiao	播放列表	播放列表
bofeng	波峰	波峰
bofu	伯父	伯父
bofu	波幅	波幅
bofu	拨付	撥付
bofu	驳复	駁復
bofusi	博福斯	博福斯
bofutehai	波弗特海	波弗特海
boganqing	搏感情	搏感情
boge	博格	博格
boge	鹁鸽	鵓鴿
bogeda	波哥大	波哥大
bogedafeng	博格达峰	博格達峰
bogedashanmai	博格达山脉	博格達山脈
bogeduo	博格多	博格多
bogeduohangong	博格多汗宫	博格多汗宮
bogendi	勃艮第	勃艮第
bogeng	脖梗	脖梗
bogeng	脖颈	脖頸
bogengr	脖梗儿	脖梗兒
bogengr	脖颈儿	脖頸兒
bogengzi	脖梗子	脖梗子
bogengzi	脖颈子	脖頸子
bogu	博古	博古
bogu	波谷	波谷
bogu	勃固	勃固
bogu	簸谷	簸穀
bogu	鹁鸪	鵓鴣
boguang	波光	波光
boguanglinlin	波光粼粼	波光粼粼
boguhe	勃固河	勃固河
bogushanmai	勃固山脉	勃固山脈
bogutongjin	博古通今	博古通今
bohai	薄海	薄海
bohai	勃海	勃海
bohai	渤海	渤海
bohaiwan	渤海湾	渤海灣
bohanshu	波函数	波函數
bohao	拨号	撥號
bohaolianjie	拨号连接	撥號連接
bohaopan	拨号盘	撥號盤
bohaoyin	拨号音	撥號音
bohe	波河	波河
bohe	薄荷	薄荷
bohe	波赫	波赫
bohechun	薄荷醇	薄荷醇
bohei	波黑	波黑
bohenao	薄荷脑	薄荷腦
bohetang	薄荷糖	薄荷糖
bohetong	薄荷酮	薄荷酮
boheyou	薄荷油	薄荷油
bohong	波鸿	波鴻
bohou	薄厚	薄厚
bohou	博后	博後
bohu	博湖	博湖
bohua	擘划	擘劃
bohua	帛画	帛畫
bohua	擘画	擘畫
bohui	驳回	駁回
bohuogun	拨火棍	撥火棍
bohuxian	博湖县	博湖縣
boji	波季	波季
boji	薄技	薄技
boji	波及	波及
boji	搏击	搏擊
boji	簸箕	簸箕
bojiang	播讲	播講
bojiangzuo	波江座	波江座
bojiao	跛脚	跛腳
bojiaqiu	薄伽丘	薄伽丘
bojie	拨接	撥接
bojie	伯杰	伯傑
bojin	帛金	帛金
bojin	铂金	鉑金
bojiu	薄酒	薄酒
bojiu	鹁鸠	鵓鳩
bojue	伯爵	伯爵
boka	波卡	波卡
bokai	拨开	撥開
bokai	擘开	擘開
bokaobing	薄烤饼	薄烤餅
boke	播客	播客
boke	博客	博客
bokehuaju	博客话剧	博客話劇
bokejun	柏克郡	柏克郡
bokeli	伯克利	伯克利
bokeqiang	驳壳枪	駁殼槍
bokequan	博客圈	博客圈
bokeshengdi	博科圣地	博科聖地
bokexieshou	博客写手	博客寫手
bokong	拨空	撥空
bokuan	拨款	撥款
bolaboladao	波拉波拉岛	波拉波拉島
bolaboladao	博拉博拉岛	博拉博拉島
bolaigu	波来古	波來古
bolailuo	波莱罗	波萊羅
bolaipin	舶来品	舶來品
bolamusi	勃拉姆斯	勃拉姆斯
bolan	波兰	波蘭
bolan	波澜	波瀾
bolan	博览	博覽
bolandengbao	勃兰登堡	勃蘭登堡
bolang	波浪	波浪
bolangfeng	勃朗峰	勃朗峰
bolanggu	波浪鼓	波浪鼓
bolanggu	拨浪鼓	撥浪鼓
bolanghao	波浪号	波浪號
bolangning	勃朗宁	勃朗寧
bolanhui	博览会	博覽會
bolanlaocheng	波澜老成	波瀾老成
bolanqifu	波澜起伏	波瀾起伏
bolansiji	波兰斯基	波蘭斯基
bolanyu	波兰语	波蘭語
bolanzhuangkuo	波澜壮阔	波瀾壯闊
bolao	伯劳	伯勞
bolaoniao	伯劳鸟	伯勞鳥
bolatu	柏拉图	柏拉圖
bolatuzhexue	柏拉图哲学	柏拉圖哲學
bole	伯乐	伯樂
bole	博乐	博樂
boleshi	博乐市	博樂市
boli	玻璃	玻璃
boli	薄利	薄利
boli	勃利	勃利
boli	薄礼	薄禮
boli	剥离	剝離
boli	箔篱	箔籬
boliaozi	柏辽兹	柏遼茲
bolibei	玻璃杯	玻璃杯
boliduoxiao	薄利多销	薄利多銷
bolieriniefu	勃列日涅夫	勃列日涅夫
bolierxiangxing	波粒二象性	波粒二象性
boligang	玻璃钢	玻璃鋼
boliguan	玻璃管	玻璃管
boliheng	伯利恒	伯利恆
bolihua	玻璃化	玻璃化
bolikeli	伯里克利	伯里克利
bolin	柏林	柏林
boling	脖领	脖領
bolingongyedaxue	柏林工业大学	柏林工業大學
bolinixiya	玻利尼西亚	玻利尼西亞
bolinixiya	波利尼西亚	波利尼西亞
bolinixiya	玻里尼西亚	玻里尼西亞
bolinqiang	柏林墙	柏林牆
bolinweiqiang	柏林围墙	柏林圍牆
boliqiu	玻璃球	玻璃球
bolisha	玻璃砂	玻璃砂
bolishi	玻璃市	玻璃市
bolishi	波丽士	波麗士
bolishui	玻璃水	玻璃水
boliti	玻璃体	玻璃體
boliu	帛琉	帛琉
boliweiya	玻利维亚	玻利維亞
bolixian	勃利县	勃利縣
bolixianwei	玻璃纤维	玻璃纖維
bolixin	玻璃心	玻璃心
bolizhao	玻璃罩	玻璃罩
bolizhi	玻璃纸	玻璃紙
bolizi	伯利兹	伯利茲
bolongna	波隆那	波隆那
boluanfanzheng	拨乱反正	撥亂反正
boluo	剥落	剝落
boluo	驳落	駁落
boluo	波罗	波羅
boluo	博罗	博羅
boluo	菠萝	菠蘿
boluobao	菠萝包	菠蘿包
boluobennisa	伯罗奔尼撒	伯羅奔尼撒
boluodi	波罗的	波羅的
boluodihai	波罗的海	波羅的海
boluomi	波罗蜜	波羅蜜
boluomi	菠萝蜜	菠蘿蜜
boluoniesi	波洛涅斯	波洛涅斯
boluoniya	博洛尼亚	博洛尼亞
boluopi	菠萝啤	菠蘿啤
boluoxian	博罗县	博羅縣
boluoyou	菠萝油	菠蘿油
bomeibizhongji	波美比重计	波美比重計
bomeidu	波美度	波美度
bomeilaniya	波美拉尼亚	波美拉尼亞
bomeiquan	博美犬	博美犬
bomengte	博蒙特	博蒙特
bomi	波密	波密
bomian	波面	波面
bomian	薄面	薄面
bomianzi	驳面子	駁面子
boming	薄明	薄明
boming	薄命	薄命
boming	搏命	搏命
bominghan	伯明翰	伯明翰
bomixian	波密县	波密縣
bomo	薄膜	薄膜
bomu	伯母	伯母
bomu	薄暮	薄暮
bonaba	波拿巴	波拿巴
bonanke	伯南克	伯南克
bonasili	伯纳斯－李	伯納斯－李
boniaosuan	玻尿酸	玻尿酸
bonong	播弄	播弄
bonong	拨弄	撥弄
bopaer	博帕尔	博帕爾
bopang	波旁	波旁
bopian	玻片	玻片
bopian	拨片	撥片
bopiqi	剥皮器	剝皮器
bopu	波谱	波譜
bopuyishu	波普艺术	波普藝術
boqi	勃起	勃起
boqigongnengzhangai	勃起功能障碍	勃起功能障礙
boqing	薄情	薄情
boqingge	柏青哥	柏青哥
boqu	博取	博取
boran	勃然	勃然
boranbianse	勃然变色	勃然變色
borandanu	勃然大怒	勃然大怒
bore	般若	般若
boreboluomi	般若波罗密	般若波羅密
boreboluomiduoxinjing	般若波罗密多心经	般若波羅密多心經
borong	拨冗	撥冗
boruiguang	薄瑞光	薄瑞光
boruo	薄弱	薄弱
boruohuanjie	薄弱环节	薄弱環節
bosa	播撒	播撒
bosaida	伯赛大	伯賽大
bosaidong	波塞冬	波塞冬
bosenmei	波森莓	波森莓
bosezi	玻色子	玻色子
bosha	波霎	波霎
bosha	伯莎	伯莎
bosha	搏杀	搏殺
boshan	博山	博山
boshanqu	博山区	博山區
boshengelun	波什格伦	波什格倫
boshi	博世	博世
boshi	博士	博士
boshi	博识	博識
boshi	剥蚀	剝蝕
boshi	袯襫	襏襫
boshicha	博士茶	博士茶
boshidaoshi	博士导师	博士導師
boshidun	波士顿	波士頓
boshidundaxue	波士顿大学	波士頓大學
boshidunhongwa	波士顿红袜	波士頓紅襪
boshiduotong	博识多通	博識多通
boshihou	博士后	博士後
boshimailv	博士买驴	博士買驢
boshiniya	波士尼亚	波士尼亞
boshiniyayuhesegeweina	波士尼亚与赫塞哥维纳	波士尼亞與赫塞哥維納
boshiqiawen	博识洽闻	博識洽聞
boshishan	博士山	博士山
boshisheng	博士生	博士生
boshixuewei	博士学位	博士學位
boshu	伯叔	伯叔
boshu	波束	波束
boshu	波数	波數
boshuzufu	伯叔祖父	伯叔祖父
boshuzumu	伯叔祖母	伯叔祖母
bosi	波斯	波斯
bosijiao	波斯教	波斯教
bosimao	波斯猫	波斯貓
bosiniya	波斯尼亚	波斯尼亞
bosiniyaheheisaigeweina	波斯尼亚和黑塞哥维那	波斯尼亞和黑塞哥維那
bosiniyaheheisaigeweinagongheguo	波斯尼亚和黑塞哥维那共和国	波斯尼亞和黑塞哥維那共和國
bosiniyayu	波斯尼亚语	波斯尼亞語
bosipulusi	波斯普鲁斯	波斯普魯斯
bosipulusi	博斯普鲁斯	博斯普魯斯
bosipulusihaixia	波斯普鲁斯海峡	波斯普魯斯海峽
bositenghu	博斯腾湖	博斯騰湖
bosiwan	波斯湾	波斯灣
bosiwosi	博斯沃思	博斯沃思
bosiyu	波斯语	波斯語
bosong	播送	播送
bosong	泊松	泊松
bosongfenbu	泊松分布	泊松分佈
bosu	波速	波速
botaiciqi	薄胎瓷器	薄胎瓷器
botao	波涛	波濤
botaoxiongyong	波涛汹涌	波濤洶湧
bote	波特	波特
botebeilegu	波特贝勒菇	波特貝勒菇
botegu	波特菇	波特菇
botejiu	波特酒	波特酒
botelan	伯特兰	伯特蘭
botelande	伯特兰德	伯特蘭德
botelanshi	波特兰市	波特蘭市
botelv	波特率	波特率
botian	薄田	薄田
botifa	波提乏	波提乏
botong	拨通	撥通
botou	泊头	泊頭
botou	钵头	缽頭
botoushi	泊头市	泊頭市
botu	博徒	博徒
botui	波推	波推
botuo	馎饦	餺飥
botuomakehe	波托马克河	波托馬克河
bowan	菠烷	菠烷
bowang	博望	博望
bowangqu	博望区	博望區
bowei	泊位	泊位
bowen	博文	博文
bowen	波纹	波紋
bowenduoshi	博闻多识	博聞多識
bowenqiangji	博闻强记	博聞強記
bowenqiangzhi	博闻强识	博聞強識
bowenyueli	博文约礼	博文約禮
bowu	博物	博物
bowu	薄雾	薄霧
bowuduowen	博物多闻	博物多聞
bowuguan	博物馆	博物館
bowuqiawen	博物洽闻	博物洽聞
bowuxue	博物学	博物學
bowuxuejia	博物学家	博物學家
bowuyuan	博物院	博物院
boxian	玻纤	玻纖
boxianyueqi	拨弦乐器	撥弦樂器
boxiao	薄晓	薄曉
boxie	波鞋	波鞋
boxiesangtian	渤澥桑田	渤澥桑田
boxilai	薄熙来	薄熙來
boximiya	波西米亚	波西米亞
boximiya	波希米亚	波希米亞
boxing	波形	波形
boxing	薄幸	薄幸
boxing	博兴	博興
boxing	勃兴	勃興
boxingxian	博兴县	博興縣
boxue	博学	博學
boxue	剥削	剝削
boxueduocai	博学多才	博學多才
boxuejieji	剥削阶级	剝削階級
boxuezhe	剥削者	剝削者
boxun	博讯	博訊
boya	博雅	博雅
boyang	簸扬	簸揚
boyanghouzang	薄养厚葬	薄養厚葬
boyanqiu	博眼球	博眼球
boye	博野	博野
boyexian	博野县	博野縣
boyi	博弈	博弈
boyi	驳议	駁議
boyibo	薄一波	薄一波
boyier	玻意耳	玻意耳
boyier	波义耳	波義耳
boyikao	伯邑考	伯邑考
boyilun	博弈论	博弈論
boyin	播音	播音
boyin	波音	波音
boying	播映	播映
boyinyuan	播音员	播音員
boyixi	博伊西	博伊西
boyong	拨用	撥用
boyou	博友	博友
boyouceng	薄油层	薄油層
boyu	波语	波語
boyu	搏鱼	搏魚
boyu	钵盂	缽盂
boyue	柏悦	柏悅
boyun	驳运	駁運
boyunjianri	拨云见日	撥雲見日
boza	驳杂	駁雜
bozhan	搏战	搏戰
bozhana	波札那	波札那
bozhe	波折	波折
bozheng	拨正	撥正
bozheng	驳正	駁正
bozhong	播种	播種
bozhongshuji	伯仲叔季	伯仲叔季
bozhongzhijian	伯仲之间	伯仲之間
bozhou	播州	播州
bozhou	亳州	亳州
bozhouqu	播州区	播州區
bozhoushi	亳州市	亳州市
bozhu	博主	博主
bozhuan	拨转	撥轉
bozhuang	波状	波狀
bozhuangre	波状热	波狀熱
bozhuangxiaoguang	波状消光	波狀消光
bozhuangyun	波状云	波狀雲
bozhuo	剥啄	剝啄
bozi	跛子	跛子
bozi	脖子	脖子
bozi	拨子	撥子
bozi	驳子	駁子
bozikelikeqianfodong	柏孜克里克千佛洞	柏孜克里克千佛洞
boziman	波兹曼	波茲曼
bozinan	波兹南	波茲南
bozitan	波兹坦	波茲坦
bozou	拨奏	撥奏
bozu	跛足	跛足
bozui	驳嘴	駁嘴
bpji	BP机	BP機
bu	不	不
bu	布	佈
bu	布	布
bu	步	步
bu	部	部
bu	捕	捕
bu	簿	簿
bu	堡	堡
bu	怖	怖
bu	埠	埠
bu	哺	哺
bu	哺	餔
bu	㘵	㘵
bu	卜	卜
bu	卟	卟
bu	吥	吥
bu	埔	埔
bu	埗	埗
bu	悑	悑
bu	捗	捗
bu	晡	晡
bu	歨	歨
bu	歩	歩
bu	瓿	瓿
bu	篰	篰
bu	蔀	蔀
bu	补	補
bu	逋	逋
bu	醭	醭
bu	钚	鈈
bu	钸	鈽
bu	𫗦	餔
bu	𬷕	鵏
buan	不安	不安
buanfen	不安分	不安分
buanhaoxin	不安好心	不安好心
buanqishi	不安其室	不安其室
buanshigu	不谙世故	不諳世故
buanshuixing	不谙水性	不諳水性
bubai	补白	補白
bubaizhidi	不败之地	不敗之地
bubaizhiyuan	不白之冤	不白之冤
buban	补办	補辦
bubao	补报	補報
bubaohe	不饱和	不飽和
bubaohezhifangsuan	不饱和脂肪酸	不飽和脂肪酸
bubei	不备	不備
bubeibukang	不卑不亢	不卑不亢
bubi	不比	不比
bubi	不必	不必
bubian	不便	不便
bubian	不变	不變
bubianjiage	不变价格	不變價格
bubianliang	不变量	不變量
bubianshumai	不辨菽麦	不辨菽麥
bubianxian	不便险	不便險
bubianziben	不变资本	不變資本
bubiaozhun	不标准	不標準
bubifuyue	不避斧钺	不避斧鉞
bubijianxian	不避艰险	不避艱險
bubing	步兵	步兵
bubiyao	不必要	不必要
bubo	布帛	布帛
buboshusu	布帛菽粟	布帛菽粟
bubu	步步	步步
bubugaosheng	步步高升	步步高陞
bubuweiying	步步为营	步步為營
bucai	不才	不才
bucai	不材	不材
bucao	步操	步操
buce	不测	不測
buce	步测	步測
buce	簿册	簿冊
buceng	不曾	不曾
bucha	不差	不差
buchadian	不插电	不插電
buchang	补偿	補償
buchangfei	补偿费	補償費
bucheng	不成	不成
bucheng	布城	布城
buchengcai	不成材	不成材
buchenggongbianchengren	不成功便成仁	不成功便成仁
buchenghua	不成话	不成話
buchengrenzhuyi	不承认主义	不承認主義
buchengtitong	不成体统	不成體統
buchengwen	不成文	不成文
buchengwenfa	不成文法	不成文法
buchengyangzi	不成样子	不成樣子
buchengzhitu	不逞之徒	不逞之徒
buchi	不啻	不啻
buchi	不齿	不齒
buchitianyuan	不啻天渊	不啻天淵
buchixiawen	不耻下问	不恥下問
buchong	补充	補充
buchongji	补充剂	補充劑
buchongliang	补充量	補充量
buchongpin	补充品	補充品
buchongye	捕虫叶	捕蟲葉
buchongyiliao	补充医疗	補充醫療
buchoubucai	不瞅不睬	不瞅不睬
buchuaimaomei	不揣冒昧	不揣冒昧
buchumu	不触目	不觸目
buchuo	不辍	不輟
buchusuoliao	不出所料	不出所料
buci	卜辞	卜辭
bucierbie	不辞而别	不辭而別
bucilaoku	不辞劳苦	不辭勞苦
bucixinku	不辞辛苦	不辭辛苦
bucouqiao	不凑巧	不湊巧
bucuo	不错	不錯
buda	不大	不大
budabuchengcai	不打不成才	不打不成才
budabuchengqi	不打不成器	不打不成器
budabuchengxiangshi	不打不成相识	不打不成相識
budabuxiangshi	不打不相识	不打不相識
budai	布袋	布袋
budai	不怠	不怠
budai	不带	不帶
budaibutequan	不逮捕特权	不逮捕特權
budaidan	布袋弹	布袋彈
budaidian	不带电	不帶電
budaishuo	不待说	不待說
budaixi	布袋戏	布袋戲
budaixiou	布袋戏偶	布袋戲偶
budaizhen	布袋镇	布袋鎮
budajin	不打紧	不打緊
budalagong	布达拉宫	布達拉宮
budalashan	布达拉山	布達拉山
budali	不大离	不大離
budalir	不大离儿	不大離兒
budan	不但	不但
budan	不丹	不丹
budan	不单	不單
budan	不惮	不憚
budang	不当	不當
budang	补档	補檔
budangdeli	不当得利	不當得利
budangjiabuzhichaimigui	不当家不知柴米贵	不當家不知柴米貴
budangjin	不当紧	不當緊
budangshi	不当事	不當事
budangyihuishi	不当一回事	不當一回事
budao	不到	不到
budao	布道	佈道
budao	布道	布道
budao	步道	步道
budao	补刀	補刀
budaochangchengfeihaohan	不到长城非好汉	不到長城非好漢
budaode	不道德	不道德
budaohuanghexinbusi	不到黄河心不死	不到黃河心不死
budaohuohoubujieguo	不到火候不揭锅	不到火候不揭鍋
budaoweng	不倒翁	不倒翁
budapeisi	布达佩斯	布達佩斯
budazizhao	不打自招	不打自招
bude	不得	不得
budebu	不得不	不得不
budeerzhi	不得而知	不得而知
budejin	不得劲	不得勁
budeliao	不得了	不得了
budeng	不等	不等
budeng	补登	補登
budengbiansanjiaoxing	不等边三角形	不等邊三角形
budengdayazhitang	不登大雅之堂	不登大雅之堂
budenggongyu	步登公寓	步登公寓
budenghao	不等号	不等號
budengji	补登机	補登機
budengjiajiaohuan	不等价交换	不等價交換
budengshi	不等式	不等式
budeqimenerru	不得其门而入	不得其門而入
buderenxin	不得人心	不得人心
budeyaoling	不得要领	不得要領
budeyi	不得已	不得已
budeyierweizhi	不得已而为之	不得已而為之
budi	不第	不第
budi	不敌	不敵
budian	补电	補電
budiao	步调	步調
budiaoyizhi	步调一致	步調一致
budie	不迭	不迭
budikangzhuyi	不抵抗主义	不抵抗主義
buding	布丁	布丁
buding	不定	不定
buding	补丁	補丁
buding	补钉	補釘
buding	补靪	補靪
budingci	不定词	不定詞
budingfangcheng	不定方程	不定方程
budingguanci	不定冠词	不定冠詞
budingjifen	不定积分	不定積分
budingqi	不定期	不定期
budingshi	不定式	不定式
budingxing	不定形	不定形
budingyuan	不定元	不定元
budiya	布迪亚	布迪亞
budong	不动	不動
budongchan	不动产	不動產
budongdian	不动点	不動點
budongdiandingli	不动点定理	不動點定理
budonggang	不冻港	不凍港
budongshengse	不动声色	不動聲色
budongyao	不动摇	不動搖
budongzhuangdong	不懂装懂	不懂裝懂
budoutagang	步斗踏罡	步斗踏罡
budu	不独	不獨
buduan	不端	不端
buduan	不断	不斷
budui	不对	不對
budui	部队	部隊
buduichar	不对碴儿	不對碴兒
buduichen	不对称	不對稱
buduiguo	部队锅	部隊鍋
buduijin	不对劲	不對勁
buduijinr	不对劲儿	不對勁兒
buduipan	不对盘	不對盤
buduitou	不对头	不對頭
buduo	补裰	補裰
buer	不二	不二
buer	布尔	布爾
buerdaishu	布尔代数	布爾代數
buerfamen	不二法门	不二法門
buerguo	不贰过	不貳過
buerjia	不二价	不二價
buerjin	布尔津	布爾津
buerjinxian	布尔津县	布爾津縣
buernuo	布尔诺	布爾諾
buerqiaoya	布尔乔亚	布爾喬亞
buershiweike	布尔什维克	布爾什維克
bufa	不法	不法
bufa	步法	步法
bufa	不乏	不乏
bufa	步伐	步伐
bufa	补法	補法
bufa	补发	補發
bufafenzi	不法分子	不法份子
bufafenzi	不法分子	不法分子
bufaluo	布法罗	布法羅
bufan	不凡	不凡
bufang	布防	布防
bufang	不妨	不妨
bufangbian	不方便	不方便
bufangyingzhan	布防迎战	布防迎戰
bufei	不菲	不菲
bufei	布斐	布斐
bufeibufa	不悱不发	不悱不發
bufeichuihuizhili	不费吹灰之力	不費吹灰之力
bufeishi	不费事	不費事
bufen	不分	不分
bufen	部分	部分
bufen	不忿	不忿
bufen	卟吩	卟吩
bufenbici	不分彼此	不分彼此
bufenbozhong	不分伯仲	不分伯仲
bufenbuqi	不愤不启	不憤不啟
bufengaoxia	不分高下	不分高下
bufengongshi	部分工时	部分工時
bufengzhuoying	捕风捉影	捕風捉影
bufenqinghongzaobai	不分青红皂白	不分青紅皂白
bufenqingyou	不分情由	不分情由
bufenshangxia	不分上下	不分上下
bufenshengbai	不分胜败	不分勝敗
bufenshengfu	不分胜负	不分勝負
bufenxi	不分系	不分系
bufenxuanzhi	不分轩轾	不分軒輊
bufenzaobai	不分皂白	不分皂白
bufenzhouye	不分昼夜	不分晝夜
bufu	不服	不服
bufu	不符	不符
bufu	捕俘	捕俘
bufu	不复	不復
bufu	不负	不負
bufuqi	不服气	不服氣
bufushuitu	不服水土	不服水土
bufuzhongwang	不孚众望	不孚眾望
bufuzhongwang	不负众望	不負眾望
bugai	不该	不該
bugan	不甘	不甘
buganbujing	不干不净	不乾不淨
buganbujingchilemeibing	不干不净，吃了没病	不乾不淨，吃了沒病
bugandang	不敢当	不敢當
bugangaopan	不敢高攀	不敢高攀
bugangongwei	不敢恭维	不敢恭維
bugangoutong	不敢苟同	不敢苟同
bugangtadou	步罡踏斗	步罡踏斗
buganhouren	不甘后人	不甘後人
buganjimo	不甘寂寞	不甘寂寞
buganrenhou	不甘人后	不甘人後
buganshe	不干涉	不干涉
buganshiruo	不甘示弱	不甘示弱
buganweier	布干维尔	布干維爾
buganweierdao	布干维尔岛	布干維爾島
buganxin	不甘心	不甘心
buganyu	不甘于	不甘於
buganyueleichiyibu	不敢越雷池一步	不敢越雷池一步
buganzizhuan	不敢自专	不敢自專
bugao	布告	佈告
bugaolan	布告栏	佈告欄
bugeili	不给力	不給力
bugemai	布格麦	布格麥
bugong	不公	不公
bugong	不恭	不恭
bugongdaitian	不共戴天	不共戴天
bugongzipo	不攻自破	不攻自破
bugou	不够	不夠
bugou	不苟	不苟
bugu	布谷	布穀
bugu	不顾	不顧
bugu	卜骨	卜骨
bugua	卜卦	卜卦
buguan	不管	不管
buguanbaimaoheimaozhuozhulaoshujiushihaomao	不管白猫黑猫，捉住老鼠就是好猫	不管白貓黑貓，捉住老鼠就是好貓
buguanbugu	不管不顾	不管不顧
buguang	不光	不光
buguangcai	不光彩	不光彩
buguangdeng	补光灯	補光燈
buguansanqiershiyi	不管三七二十一	不管三七二十一
buguantongyang	不关痛痒	不關痛癢
buguanzenyang	不管怎样	不管怎樣
bugudaju	不顾大局	不顧大局
bugui	不轨	不軌
buguifan	不规范	不規範
buguilu	不归路	不歸路
buguize	不规则	不規則
buguizesanjiaoxing	不规则三角形	不規則三角形
buguizesibianxing	不规则四边形	不規則四邊形
buguniao	布谷鸟	布谷鳥
buguo	不过	不過
buguo	补过	補過
buguoerer	不过尔尔	不過爾爾
buguoruci	不过如此	不過如此
buguoyi	不过意	不過意
buguqianhou	不顾前后	不顧前後
buguyiqie	不顾一切	不顧一切
buhala	布哈拉	布哈拉
buhalin	布哈林	布哈林
buhanerli	不寒而栗	不寒而慄
buhanhu	不含糊	不含糊
buhao	不好	不好
buhaore	不好惹	不好惹
buhaoshou	不好受	不好受
buhaoshuo	不好说	不好說
buhaoyisi	不好意思	不好意思
buhe	不合	不合
buhe	不和	不和
buhefa	不合法	不合法
buheli	不合理	不合理
buhen	不很	不很
buhenwaerde	布痕瓦尔德	布痕瓦爾德
buheshiyi	不合时宜	不合時宜
buhetitong	不合体统	不合體統
buhezuo	不合作	不合作
buhua	补花	補花
buhuaihaoyi	不怀好意	不懷好意
buhuaji	步话机	步話機
buhuanersan	不欢而散	不歡而散
buhuang	不遑	不遑
buhuangbumang	不慌不忙	不慌不忙
buhuangduorang	不遑多让	不遑多讓
buhuanguaerhuanbujun	不患寡而患不均	不患寡而患不均
buhuasuan	不划算	不划算
buhui	不会	不會
buhui	不讳	不諱
buhui	补回	補回
buhuo	不惑	不惑
buhuo	捕获	捕獲
buhuo	补货	補貨
buji	不及	不及
buji	不吉	不吉
buji	簿籍	簿籍
